"vector1","vector2","vector3","vector4","vector5"
-0.197373000427366,-0.465945637524253,1.05513177372496,-0.766915557344349,0.293986369081386
-0.3086704786082,-0.841886233588111,0.687969608592407,-0.628231928122181,-0.030251433183806
-0.3835938854351,-1.06613043344316,0.304288154672627,0.0685410197726366,-0.638835024482084
-0.224885272714674,-0.44533119659906,0.855549707504944,-0.48889794112607,0.237670008280349
-1.00320633419132,-0.463007560298514,0.431136320402735,0.564616994104597,0.187465827815054
-0.386054141195869,-1.03250204764017,0.705410173500735,-0.554424997828766,-0.0670313353170841
-0.230993961778619,-1.29218467359884,0.502589836643222,-0.699744117121985,-0.304115711118527
-0.0922467298153103,-1.14196694460024,0.511704172159882,-0.578466682918643,-0.0043914542570595
-0.354554551280914,-1.26150454501859,0.548345285481403,-0.323671049589872,-0.275093130886605
-0.465402779474708,-1.21917322503112,0.507655085967786,-0.166505000644773,-0.325938067725969
0.35388381998667,-0.846171936226033,-0.162443272895434,0.705520268774851,-1.06218157150734
-0.676572423680065,-1.15742853730409,0.384760591442201,-0.0627103043065279,-0.399879539632665
0.174047505751409,-1.32737771786089,0.279757915882817,0.791752402717693,-0.256092381690259
-0.0194797753255348,-1.2971657912736,-0.158280029285306,0.453270528204935,-0.743842446973945
0.719903805405121,-1.03482260952541,-0.633521322048293,0.551683316894235,-0.505156453710403
0.344495277245021,-1.02077910028217,-0.460991878569741,0.827049653980862,-0.0329925199124792
0.369301907326298,-1.49645092019233,-0.281704908781222,0.531549448714455,-0.693207502165171
0.516949544658987,-1.66062115563027,0.197029374855495,0.909808398299069,0.201123717709802
-0.171509163325521,-0.877765197963993,-1.07470823021748,0.922770976331074,-0.236789249123564
0.478349893670151,-0.531135695340898,0.11501398595526,1.74062979644318,-0.462270976473521
0.383712031621285,-1.14047811454813,0.0785262788956884,1.10240569852853,-0.087215670456032
-0.124997525286874,0.957831382677235,0.701116472405548,1.3669259314259,0.00084633890067881
0.00532900270132243,0.870322459072969,0.532299319352827,1.4544575758969,-0.0748135071409371
0.421064160578095,-0.905405398237514,0.814009058968994,1.74623223457857,0.0438061810533339
-0.0193869905834198,0.603553926128405,0.698573514080326,1.76844936976526,0.0299374774835017
-0.00451308518186099,1.47925505039256,0.272032819368266,1.36102799894844,0.53584505836682
0.159713460384647,-0.642961537511991,0.264867643221091,2.00018937411825,0.0185220268690208
-0.502487261244698,1.68386744322668,1.29455301703811,1.50036874324678,0.28793657665742
0.141288366289855,0.562082219868188,-0.0456896011687107,1.70446770058561,0.126674643319866
0.313916497599616,1.00109341131825,-0.58640664045452,2.02058229457339,0.106631627393801
1.20498793800582,-1.18753407498626,0.647501556577798,-0.764356801734138,1.23137136619202
